Código;Espacialidades;Índice de Gini 2000;Índice de Gini 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;% de pobres 2010
3503307;Araras;0,49;0,47;0,781;0,763;0,859;0,728;2,31
2301257;Ararendá;0,64;0,53;0,59;0,522;0,763;0,516;51,04
2101004;Arari;0,6;0,57;0,626;0,587;0,764;0,546;38,56
4300877;Araricá;0,42;0,35;0,679;0,696;0,824;0,547;1,81
2301307;Araripe;0,68;0,56;0,564;0,515;0,759;0,459;56
2601102;Araripina;0,67;0,56;0,602;0,595;0,785;0,467;37,84
3300209;Araruama;0,56;0,54;0,718;0,714;0,839;0,617;11,6
2501005;Araruna;0,54;0,52;0,567;0,549;0,758;0,439;44,45
4101705;Araruna;0,51;0,4;0,704;0,685;0,785;0,648;6,74
2902252;Arataca;0,47;0,47;0,559;0,557;0,758;0,413;38,64
4300901;Aratiba;0,51;0,54;0,772;0,801;0,856;0,67;2,62
2301406;Aratuba;0,6;0,49;0,622;0,53;0,775;0,587;46,35
2902302;Aratuípe;0,55;0,52;0,575;0,57;0,753;0,443;39,85
2800407;Arauá;0,58;0,5;0,595;0,55;0,783;0,49;43,43
4101804;Araucária;0,46;0,46;0,74;0,743;0,852;0,639;3,13
3103900;Araújos;0,43;0,36;0,698;0,694;0,855;0,574;1,36
3104007;Araxá;0,56;0,48;0,772;0,756;0,858;0,709;2,91
3104106;Arceburgo;0,46;0,38;0,683;0,687;0,81;0,573;2,94
3503356;Arco-Íris;0,4;0,4;0,722;0,671;0,809;0,694;9,52
3104205;Arcos;0,51;0,43;0,749;0,717;0,874;0,671;4,34
2601201;Arcoverde;0,6;0,58;0,667;0,654;0,799;0,567;28,8
3104304;Areado;0,51;0,45;0,727;0,7;0,847;0,649;5,64
3300225;Areal;0,53;0,48;0,684;0,686;0,823;0,566;11,13
3503406;Arealva;0,49;0,45;0,744;0,718;0,84;0,683;4,87
2501104;Areia;0,6;0,55;0,594;0,593;0,756;0,467;36,99
2401107;Areia Branca;0,52;0,48;0,682;0,647;0,79;0,621;19,46
2800506;Areia Branca;0,51;0,48;0,579;0,579;0,773;0,434;33,59
2501153;Areia de Baraúnas;0,41;0,46;0,562;0,566;0,68;0,462;37,49
2501203;Areial;0,53;0,49;0,608;0,573;0,779;0,503;37,1
3503505;Areias;0,62;0,44;0,697;0,627;0,803;0,672;18,7
3503604;Areiópolis;0,45;0,36;0,695;0,686;0,823;0,594;4,7
5101308;Arenápolis;0,59;0,46;0,704;0,677;0,793;0,649;11,2
5202353;Arenópolis;0,49;0,5;0,687;0,674;0,826;0,582;12,91
2401206;Arês;0,54;0,53;0,606;0,587;0,725;0,523;36,12
3104403;Argirita;0,52;0,39;0,643;0,645;0,817;0,505;10,15
3104452;Aricanduva;0,56;0,5;0,582;0,553;0,787;0,454;41,35
3104502;Arinos;0,66;0,55;0,656;0,607;0,815;0,57;35,37
5101407;Aripuanã;0,52;0,56;0,675;0,682;0,816;0,553;19,96
1100023;Ariquemes;0,59;0,53;0,702;0,716;0,806;0,6;11,54
3503703;Ariranha;0,39;0,4;0,733;0,73;0,813;0,663;2,34
4101853;Ariranha do Ivaí;0,65;0,41;0,67;0,637;0,794;0,594;12,59
3300233;Armação dos Búzios;0,58;0,51;0,728;0,75;0,824;0,624;3,69
4201505;Armazém;0,51;0,44;0,77;0,743;0,882;0,698;1,58
2301505;Arneiroz;0,58;0,53;0,618;0,565;0,74;0,564;40,76
2200905;Aroazes;0,54;0,52;0,583;0,563;0,752;0,468;43,99
2501302;Aroeiras;0,53;0,58;0,548;0,537;0,745;0,411;51,12
2200954;Aroeiras do Itaim;0,54;0,48;0,519;0,502;0,738;0,378;45,57
2201002;Arraial;0,59;0,55;0,56;0,514;0,761;0,449;52,58
3300258;Arraial do Cabo;0,5;0,47;0,733;0,722;0,805;0,677;6,93
1702406;Arraias;0,69;0,61;0,651;0,636;0,829;0,523;35,31
4301008;Arroio do Meio;0,48;0,36;0,769;0,75;0,86;0,706;1,09
4301073;Arroio do Padre;0,4;0,53;0,669;0,756;0,86;0,461;7,17
4301057;Arroio do Sal;0,5;0,47;0,74;0,74;0,844;0,649;6,46
4301107;Arroio dos Ratos;0,5;0,46;0,698;0,7;0,833;0,583;8,29
4301206;Arroio do Tigre;0,51;0,47;0,707;0,708;0,848;0,589;10,63
4301305;Arroio Grande;0,59;0,5;0,657;0,673;0,807;0,522;14,55
4201604;Arroio Trinta;0,46;0,45;0,764;0,781;0,873;0,653;0,76
3503802;Artur Nogueira;0,49;0,46;0,749;0,745;0,827;0,681;3,01
5202502;Aruanã;0,5;0,51;0,675;0,708;0,826;0,526;9,01
3503901;Arujá;0,57;0,56;0,784;0,761;0,866;0,73;6,21
4201653;Arvoredo;0,55;0,36;0,715;0,713;0,842;0,61;3,76
4301404;Arvorezinha;0,48;0,41;0,694;0,713;0,817;0,575;7,09
4201703;Ascurra;0,41;0,35;0,742;0,739;0,868;0,636;0,57
3503950;Aspásia;0,54;0,44;0,735;0,699;0,864;0,657;5,08
4101903;Assaí;0,54;0,55;0,728;0,724;0,833;0,641;7,55
2301604;Assaré;0,61;0,59;0,6;0,573;0,783;0,482;45,07
3504008;Assis;0,55;0,5;0,805;0,771;0,865;0,781;3,24
1200054;Assis Brasil;0,6;0,61;0,588;0,578;0,77;0,456;44,09
4102000;Assis Chateaubriand;0,67;0,47;0,729;0,713;0,857;0,633;6,34
2501351;Assunção;0,57;0,54;0,609;0,601;0,738;0,51;34,81
2201051;Assunção do Piauí;0,5;0,57;0,499;0,462;0,706;0,382;63,17
3104601;Astolfo Dutra;0,49;0,39;0,694;0,686;0,858;0,567;6,34
4102109;Astorga;0,55;0,5;0,747;0,754;0,818;0,675;2,16
2700409;Atalaia;0,54;0,5;0,561;0,545;0,752;0,431;42,73
4102208;Atalaia;0,48;0,41;0,736;0,707;0,854;0,66;3,1
1300201;Atalaia do Norte;0,74;0,65;0,45;0,481;0,733;0,259;63,67
4201802;Atalanta;0,5;0,44;0,733;0,736;0,802;0,668;5,42
3104700;Ataléia;0,63;0,48;0,588;0,592;0,813;0,423;32,26
3504107;Atibaia;0,57;0,53;0,765;0,786;0,851;0,67;4,52
3200706;Atilio Vivacqua;0,51;0,44;0,708;0,663;0,841;0,637;13,14
1702554;Augustinópolis;0,67;0,52;0,67;0,614;0,793;0,619;28,83
1500909;Augusto Corrêa;0,5;0,56;0,52;0,48;0,772;0,38;62,59
3104809;Augusto de Lima;0,52;0,42;0,656;0,622;0,815;0,557;15,61
4301503;Augusto Pestana;0,49;0,49;0,743;0,779;0,847;0,621;3,74
2401305;Augusto Severo;0,62;0,68;0,621;0,624;0,774;0,495;41,22
4301552;Áurea;0,47;0,42;0,707;0,715;0,841;0,588;6,03
2902401;Aurelino Leal;0,48;0,45;0,568;0,555;0,759;0,434;36,6
3504206;Auriflama;0,61;0,47;0,773;0,746;0,84;0,738;1,41
5202601;Aurilândia;0,52;0,43;0,7;0,661;0,836;0,62;10,67
2301703;Aurora;0,52;0,53;0,605;0,557;0,764;0,521;45,69
4201901;Aurora;0,48;0,4;0,733;0,748;0,87;0,606;4,57
1500958;Aurora do Pará;0,56;0,56;0,519;0,504;0,773;0,358;55,64
1702703;Aurora do Tocantins;0,63;0,68;0,677;0,676;0,804;0,57;32,91
1300300;Autazes;0,66;0,59;0,577;0,539;0,799;0,446;51,58
3504305;Avaí;0,48;0,47;0,714;0,674;0,83;0,65;14,95
3504404;Avanhandava;0,53;0,42;0,705;0,688;0,817;0,623;5,21
3504503;Avaré;0,56;0,47;0,767;0,751;0,866;0,695;3,83
1501006;Aveiro;0,64;0,6;0,541;0,47;0,748;0,45;65,69
2201101;Avelino Lopes;0,54;0,56;0,554;0,532;0,722;0,442;50,65
5202809;Avelinópolis;0,8;0,55;0,66;0,682;0,828;0,508;15,93
2101103;Axixá;0,56;0,54;0,641;0,535;0,776;0,634;49,2
1702901;Axixá do Tocantins;0,59;0,5;0,627;0,595;0,733;0,566;32,65
1703008;Babaçulândia;0,56;0,49;0,642;0,589;0,792;0,568;31,33
2101202;Bacabal;0,58;0,55;0,651;0,619;0,753;0,591;29,79
2101251;Bacabeira;0,51;0,54;0,629;0,558;0,768;0,58;41,72
2101301;Bacuri;0,7;0,58;0,578;0,54;0,737;0,484;50,78
2101350;Bacurituba;0,57;0,55;0,537;0,474;0,681;0,479;61,9
3504602;Bady Bassitt;0,45;0,36;0,746;0,737;0,805;0,701;0,95
3104908;Baependi;0,54;0,49;0,681;0,664;0,833;0,57;15,28
4301602;Bagé;0,58;0,56;0,74;0,739;0,848;0,647;8,96
1501105;Bagre;0,52;0,48;0,471;0,481;0,777;0,28;59,68
2501401;Baía da Traição;0,57;0,58;0,581;0,541;0,731;0,495;51,72
2401404;Baía Formosa;0,5;0,47;0,609;0,59;0,718;0,534;28,35
2902500;Baianópolis;0,7;0,57;0,589;0,543;0,763;0,492;49,22
1501204;Baião;0,64;0,53;0,578;0,538;0,77;0,467;47,95
2902609;Baixa Grande;0,54;0,53;0,585;0,549;0,775;0,471;45,3
2201150;Baixa Grande do Ribeiro;0,7;0,56;0,564;0,537;0,751;0,446;47,37
2301802;Baixio;0,53;0,46;0,627;0,563;0,763;0,575;35,89
3200805;Baixo Guandu;0,51;0,48;0,702;0,67;0,811;0,637;12,82
3504701;Balbinos;0,45;0,38;0,669;0,69;0,809;0,537;8,17
3105004;Baldim;0,52;0,46;0,671;0,65;0,787;0,59;15,92
5203104;Baliza;0,56;0,58;0,655;0,614;0,819;0,558;34,01
4201950;Balneário Arroio do Silva;0,51;0,53;0,746;0,753;0,858;0,642;5,51
4202057;Balneário Barra do Sul;0,53;0,41;0,716;0,713;0,844;0,611;3,89
4202008;Balneário Camboriú;0,67;0,52;0,845;0,854;0,894;0,789;0,95
4202073;Balneário Gaivota;0,53;0,47;0,728;0,734;0,844;0,622;3,19
4212809;Balneário Piçarras;0,57;0,44;0,756;0,745;0,869;0,668;4,09
4301636;Balneário Pinhal;0,61;0,5;0,696;0,71;0,836;0,567;12,02
3504800;Bálsamo;0,62;0,44;0,756;0,746;0,835;0,695;1,62
4102307;Balsa Nova;0,47;0,44;0,696;0,707;0,823;0,579;7,51
2101400;Balsas;0,71;0,58;0,687;0,674;0,807;0,597;21,22
3105103;Bambuí;0,48;0,49;0,741;0,735;0,87;0,636;4,27
2301851;Banabuiú;0,61;0,55;0,606;0,54;0,779;0,53;48,92
3504909;Bananal;0,59;0,51;0,733;0,693;0,872;0,653;11,21
2501500;Bananeiras;0,59;0,59;0,568;0,555;0,766;0,43;48,12
3105202;Bandeira;0,58;0,46;0,599;0,583;0,811;0,454;32,77
3105301;Bandeira do Sul;0,42;0,34;0,692;0,681;0,802;0,608;3,98
4202081;Bandeirante;0,66;0,4;0,672;0,675;0,795;0,565;15,18
4102406;Bandeirantes;0,53;0,49;0,727;0,714;0,819;0,658;7,73
5001508;Bandeirantes;0,5;0,51;0,681;0,694;0,848;0,537;10,56
1703057;Bandeirantes do Tocantins;0,63;0,55;0,638;0,57;0,797;0,571;40,26
1501253;Bannach;0,53;0,62;0,594;0,635;0,784;0,42;34,52
2902658;Banzaê;0,47;0,46;0,579;0,539;0,769;0,468;39,9
4301651;Barão;0,44;0,4;0,748;0,767;0,836;0,652;1,14
3505005;Barão de Antonina;0,51;0,47;0,711;0,676;0,82;0,649;11,05
3105400;Barão de Cocais;0,48;0,42;0,722;0,679;0,858;0,647;10,31
4301701;Barão de Cotegipe;0,54;0,42;0,719;0,745;0,842;0,593;5,2
2101509;Barão de Grajaú;0,63;0,52;0,592;0,578;0,743;0,484;37,68
5101605;Barão de Melgaço;0,56;0,5;0,6;0,598;0,82;0,44;27,47
3105509;Barão de Monte Alto;0,5;0,45;0,649;0,619;0,827;0,533;19,8
4301750;Barão do Triunfo;0,47;0,53;0,61;0,645;0,821;0,428;24,69
2401453;Baraúna;0,56;0,42;0,574;0,562;0,756;0,446;27,97
2501534;Baraúna;0,56;0,51;0,558;0,526;0,718;0,459;45,85
3105608;Barbacena;0,57;0,58;0,769;0,751;0,881;0,687;9,07
2301901;Barbalha;0,62;0,51;0,683;0,613;0,817;0,637;28,35
3505104;Barbosa;0,49;0,4;0,699;0,676;0,843;0,599;7,67
4102505;Barbosa Ferraz;0,58;0,48;0,696;0,667;0,808;0,625;14,7
1501303;Barcarena;0,6;0,55;0,662;0,643;0,801;0,564;26,03
2401503;Barcelona;0,55;0,5;0,566;0,564;0,726;0,442;37,89
1300409;Barcelos;0,64;0,74;0,5;0,545;0,728;0,315;60,97
3505203;Bariri;0,5;0,42;0,75;0,736;0,867;0,662;2,58
2902708;Barra;0,64;0,59;0,557;0,503;0,75;0,457;59,44
3505302;Barra Bonita;0,5;0,45;0,788;0,762;0,869;0,739;1,54
4202099;Barra Bonita;0,38;0,4;0,701;0,692;0,83;0,599;8,48
4102604;Barracão;0,57;0,54;0,706;0,716;0,833;0,59;12,23
4301800;Barracão;0,59;0,57;0,71;0,711;0,885;0,568;14,55
2902807;Barra da Estiva;0,48;0,53;0,575;0,566;0,717;0,469;41,63
2201176;Barra D'Alcântara;0,54;0,51;0,577;0,526;0,777;0,471;47,56
2601300;Barra de Guabiraba;0,5;0,51;0,577;0,558;0,726;0,474;41,45
2501575;Barra de Santana;0,53;0,5;0,567;0,526;0,747;0,465;49,7
2501609;Barra de Santa Rosa;0,48;0,52;0,562;0,542;0,753;0,434;47,35
2700508;Barra de Santo Antônio;0,48;0,52;0,557;0,552;0,732;0,428;44,24
3200904;Barra de São Francisco;0,57;0,5;0,683;0,673;0,815;0,58;16,38
2501708;Barra de São Miguel;0,55;0,45;0,572;0,584;0,728;0,44;31,77
2700607;Barra de São Miguel;0,51;0,55;0,615;0,638;0,767;0,475;23,89
5101704;Barra do Bugres;0,55;0,51;0,693;0,684;0,818;0,595;14,73
3505351;Barra do Chapéu;0,59;0,54;0,66;0,617;0,779;0,599;26,79
2902906;Barra do Choça;0,35;0,44;0,551;0,563;0,77;0,386;31,84
2101608;Barra do Corda;0,64;0,62;0,606;0,585;0,763;0,498;44,97
5101803;Barra do Garças;0,59;0,55;0,748;0,738;0,817;0,693;10,88
4301859;Barra do Guarita;0,53;0,48;0,734;0,696;0,845;0,672;8,06
4102703;Barra do Jacaré;0,54;0,42;0,744;0,678;0,813;0,747;9,46
2903003;Barra do Mendes;0,54;0,57;0,63;0,578;0,784;0,553;42,11
1703073;Barra do Ouro;0,62;0,55;0,603;0,557;0,76;0,517;45,73
3300308;Barra do Piraí;0,52;0,51;0,733;0,723;0,819;0,665;8,48
4301875;Barra do Quaraí;0,59;0,48;0,662;0,659;0,802;0,548;18,35
4301909;Barra do Ribeiro;0,54;0,48;0,67;0,691;0,822;0,529;11,24
4301925;Barra do Rio Azul;0,57;0,4;0,723;0,703;0,842;0,638;5,94
2903102;Barra do Rocha;0,56;0,52;0,577;0,585;0,705;0,465;34,9
2800605;Barra dos Coqueiros;0,52;0,54;0,649;0,647;0,776;0,545;25,68
3505401;Barra do Turvo;0,6;0,5;0,641;0,625;0,792;0,532;25,8
4301958;Barra Funda;0,43;0,39;0,763;0,731;0,856;0,71;2,71
3105707;Barra Longa;0,52;0,48;0,624;0,613;0,823;0,482;25,4
3300407;Barra Mansa;0,54;0,48;0,729;0,72;0,819;0,657;5,94
2201200;Barras;0,59;0,51;0,595;0,558;0,779;0,485;38,78
4202107;Barra Velha;0,53;0,44;0,738;0,735;0,857;0,639;3,56
2301950;Barreira;0,55;0,5;0,616;0,551;0,771;0,551;41,44
2903201;Barreiras;0,62;0,56;0,721;0,695;0,807;0,668;16,27
2201309;Barreiras do Piauí;0,5;0,53;0,557;0,56;0,73;0,423;42,95
1300508;Barreirinha;0,58;0,6;0,574;0,469;0,774;0,522;68,75
2101707;Barreirinhas;0,63;0,61;0,57;0,515;0,752;0,479;55,65
2601409;Barreiros;0,56;0,54;0,586;0,561;0,73;0,491;42,13
3505500;Barretos;0,57;0,48;0,789;0,762;0,875;0,738;2,94
3505609;Barrinha;0,46;0,4;0,725;0,711;0,829;0,646;3,8
2302008;Barro;0,53;0,5;0,599;0,556;0,758;0,51;41,46
2903235;Barro Alto;0,47;0,51;0,607;0,551;0,739;0,55;44,24
5203203;Barro Alto;0,49;0,44;0,742;0,701;0,854;0,682;6,44
2903276;Barrocas;0,56;0,46;0,61;0,574;0,786;0,503;32,83
2201408;Barro Duro;0,54;0,51;0,612;0,611;0,729;0,514;29,64
1703107;Barrolândia;0,57;0,44;0,642;0,6;0,817;0,541;29,67
2903300;Barro Preto;0,5;0,49;0,602;0,576;0,744;0,508;34,48
2302057;Barroquinha;0,52;0,55;0,571;0,512;0,72;0,505;55,93
4302006;Barros Cassal;0,53;0,51;0,65;0,69;0,795;0,5;14,82
3105905;Barroso;0,54;0,48;0,734;0,675;0,864;0,678;12,8
3505708;Barueri;0,67;0,61;0,786;0,791;0,866;0,708;5,65
3505807;Bastos;0,5;0,41;0,751;0,696;0,848;0,718;3,94
5001904;Bataguassu;0,52;0,47;0,71;0,698;0,847;0,606;8,09
2201507;Batalha;0,56;0,54;0,545;0,54;0,755;0,398;46,11
2700706;Batalha;0,67;0,49;0,594;0,563;0,752;0,496;39,85
3505906;Batatais;0,52;0,5;0,761;0,766;0,84;0,685;3,88
5002001;Batayporã;0,45;0,56;0,684;0,702;0,814;0,559;12,99
2302107;Baturité;0,6;0,48;0,619;0,574;0,753;0,548;34,41
3506003;Bauru;0,58;0,55;0,801;0,8;0,854;0,752;3,71
2501807;Bayeux;0,45;0,46;0,649;0,619;0,779;0,566;20,28
3506102;Bebedouro;0,56;0,51;0,78;0,756;0,853;0,735;3,7
2302206;Beberibe;0,6;0,55;0,638;0,585;0,778;0,571;38,18
2302305;Bela Cruz;0,54;0,55;0,623;0,533;0,76;0,598;51,91
2101731;Belágua;0,69;0,63;0,512;0,417;0,707;0,455;74,85
5002100;Bela Vista;0,68;0,61;0,698;0,699;0,83;0,585;18,26
4102752;Bela Vista da Caroba;0,49;0,51;0,681;0,667;0,828;0,572;18,83
5203302;Bela Vista de Goiás;0,46;0,51;0,716;0,721;0,837;0,607;6,61
3106002;Bela Vista de Minas;0,48;0,4;0,674;0,644;0,795;0,597;11,52
2101772;Bela Vista do Maranhão;0,6;0,5;0,554;0,515;0,735;0,45;51,65
4102802;Bela Vista do Paraíso;0,57;0,47;0,716;0,721;0,844;0,604;5,24
2201556;Bela Vista do Piauí;0,56;0,59;0,576;0,52;0,709;0,519;53,46
4202131;Bela Vista do Toldo;0,47;0,46;0,675;0,624;0,826;0,598;20,14
1501402;Belém;0,64;0,61;0,746;0,751;0,822;0,673;13,04
2501906;Belém;0,54;0,49;0,592;0,557;0,759;0,492;39,82
2700805;Belém;0,58;0,56;0,593;0,587;0,764;0,464;37,05
2601508;Belém de Maria;0,56;0,47;0,578;0,537;0,749;0,479;47,98
2502003;Belém do Brejo do Cruz;0,48;0,46;0,578;0,55;0,779;0,451;38,54
2201572;Belém do Piauí;0,5;0,53;0,551;0,537;0,696;0,448;43,41
2601607;Belém do São Francisco;0,6;0,63;0,642;0,611;0,784;0,553;40,02
3300456;Belford Roxo;0,45;0,42;0,684;0,662;0,808;0,598;11,55
3106101;Belmiro Braga;0,49;0,45;0,66;0,653;0,83;0,531;11,75
2903409;Belmonte;0,59;0,5;0,598;0,577;0,771;0,48;35,61
4202156;Belmonte;0,51;0,45;0,705;0,699;0,82;0,611;10,19
2903508;Belo Campo;0,52;0,49;0,575;0,562;0,76;0,444;39,69
3106200;Belo Horizonte;0,61;0,6;0,81;0,841;0,856;0,737;3,8
2601706;Belo Jardim;0,55;0,51;0,629;0,617;0,783;0,514;27,81
2700904;Belo Monte;0,56;0,65;0,517;0,507;0,725;0,376;60,98
3106309;Belo Oriente;0,49;0,42;0,686;0,655;0,813;0,606;11,45
3106408;Belo Vale;0,5;0,46;0,655;0,672;0,814;0,514;12,59
1501451;Belterra;0,64;0,58;0,588;0,548;0,775;0,478;47,03
2201606;Beneditinos;0,58;0,55;0,557;0,561;0,78;0,394;46,15
2101806;Benedito Leite;0,54;0,58;0,546;0,531;0,719;0,426;51,39
4202206;Benedito Novo;0,37;0,36;0,74;0,723;0,868;0,645;3,5
1501501;Benevides;0,56;0,48;0,665;0,623;0,798;0,592;21,31
1300607;Benjamin Constant;0,61;0,56;0,574;0,526;0,763;0,471;52,87
4302055;Benjamin Constant do Sul;0,53;0,48;0,619;0,601;0,801;0,492;31,18
3506201;Bento de Abreu;0,38;0,38;0,744;0,706;0,82;0,712;3,09
2401602;Bento Fernandes;0,61;0,47;0,582;0,542;0,737;0,494;41,72
4302105;Bento Gonçalves;0,47;0,44;0,778;0,805;0,842;0,695;1,31
2101905;Bequimão;0,62;0,55;0,601;0,51;0,757;0,561;52,52
3106507;Berilo;0,5;0,45;0,628;0,58;0,816;0,524;30,18
3106655;Berizal;0,52;0,41;0,604;0,56;0,757;0,52;30,4
2502052;Bernardino Batista;0,64;0,55;0,558;0,526;0,716;0,462;51,3
3506300;Bernardino de Campos;0,53;0,45;0,734;0,713;0,838;0,662;4,42
2101939;Bernardo do Mearim;0,46;0,47;0,604;0,544;0,742;0,547;39,67
1703206;Bernardo Sayão;0,76;0,42;0,638;0,606;0,748;0,573;21,61
3506359;Bertioga;0,51;0,48;0,73;0,727;0,817;0,654;5,64
2201705;Bertolínia;0,62;0,53;0,612;0,596;0,758;0,507;32,82
3106606;Bertópolis;0,56;0,54;0,594;0,576;0,799;0,455;38,66
1300631;Beruri;0,62;0,65;0,506;0,512;0,731;0,346;64,14
2601805;Betânia;0,51;0,55;0,559;0,533;0,742;0,441;49,63
2201739;Betânia do Piauí;0,7;0,54;0,489;0,486;0,702;0,342;62,59
3106705;Betim;0,5;0,47;0,749;0,709;0,864;0,687;7,04
2601904;Bezerros;0,53;0,52;0,606;0,608;0,752;0,487;30,07
3106804;Bias Fortes;0,45;0,41;0,62;0,605;0,796;0,495;20,88
3106903;Bicas;0,57;0,53;0,744;0,726;0,85;0,667;8,48
4202305;Biguaçu;0,51;0,39;0,739;0,733;0,836;0,659;2,64
3506409;Bilac;0,49;0,43;0,768;0,743;0,845;0,722;1,43
3107000;Biquinhas;0,45;0,41;0,688;0,684;0,857;0,555;6,97
3506508;Birigui;0,52;0,42;0,78;0,743;0,869;0,734;2,24
3506607;Biritiba-Mirim;0,51;0,53;0,712;0,71;0,795;0,64;9,77
2903607;Biritinga;0,59;0,55;0,538;0,525;0,738;0,402;52,84
4102901;Bituruna;0,51;0,49;0,667;0,645;0,829;0,556;21,04
4202404;Blumenau;0,5;0,46;0,806;0,812;0,894;0,722;1,02
3107109;Boa Esperança;0,58;0,47;0,704;0,694;0,855;0,587;8,43
3201001;Boa Esperança;0,64;0,45;0,679;0,651;0,816;0,59;13,43
4103008;Boa Esperança;0,52;0,47;0,72;0,687;0,808;0,673;9,16
4103024;Boa Esperança do Iguaçu;0,49;0,44;0,7;0,673;0,848;0,602;12,8
3506706;Boa Esperança do Sul;0,58;0,44;0,681;0,692;0,811;0,562;8,69
2201770;Boa Hora;0,45;0,51;0,575;0,534;0,772;0,46;48,93
2903706;Boa Nova;0,59;0,51;0,567;0,535;0,753;0,453;47,41
2502102;Boa Ventura;0,5;0,46;0,599;0,566;0,79;0,48;34,05
4103040;Boa Ventura de São Roque;0,68;0,51;0,655;0,635;0,802;0,553;24,01
2302404;Boa Viagem;0,65;0,59;0,598;0,553;0,768;0,504;48,83
1400100;Boa Vista;0,57;0,58;0,752;0,737;0,816;0,708;13,61
2502151;Boa Vista;0,52;0,42;0,649;0,59;0,796;0,582;24,29
4103057;Boa Vista da Aparecida;0,63;0,48;0,67;0,668;0,801;0,563;16,41
4302154;Boa Vista das Missões;0,59;0,44;0,676;0,666;0,825;0,561;12,93
4302204;Boa Vista do Buricá;0,55;0,43;0,762;0,761;0,834;0,697;2,58
4302220;Boa Vista do Cadeado;0,7;0,4;0,703;0,692;0,851;0,59;7,96
2101970;Boa Vista do Gurupi;0,49;0,52;0,545;0,515;0,681;0,461;54,35
4302238;Boa Vista do Incra;0,59;0,45;0,731;0,703;0,867;0,641;8,62
1300680;Boa Vista do Ramos;0,69;0,59;0,565;0,496;0,75;0,484;61,77
4302253;Boa Vista do Sul;0,48;0,45;0,728;0,77;0,852;0,587;1,66
2903805;Boa Vista do Tupim;0,56;0,56;0,551;0,514;0,729;0,447;54,52
2701001;Boca da Mata;0,56;0,51;0,604;0,56;0,758;0,518;42,95
1300706;Boca do Acre;0,61;0,63;0,588;0,576;0,777;0,455;49,75
2201804;Bocaina;0,53;0,58;0,632;0,614;0,773;0,532;34,28
3506805;Bocaina;0,45;0,42;0,742;0,741;0,84;0,656;1,31
3107208;Bocaina de Minas;0,55;0,42;0,645;0,665;0,848;0,476;8,99
4202438;Bocaina do Sul;0,48;0,41;0,647;0,642;0,768;0,549;12,6
3107307;Bocaiúva;0,55;0,51;0,7;0,648;0,822;0,644;20,13
4103107;Bocaiúva do Sul;0,54;0,46;0,64;0,679;0,816;0,473;10,69
2401651;Bodó;0,59;0,52;0,629;0,57;0,772;0,565;40,52
2602001;Bodocó;0,64;0,55;0,565;0,543;0,745;0,445;49,61
5002159;Bodoquena;0,58;0,5;0,666;0,665;0,776;0,573;17,61
3506904;Bofete;0,61;0,46;0,705;0,7;0,821;0,609;8,21
3507001;Boituva;0,51;0,49;0,78;0,757;0,861;0,728;4,2
4202453;Bombinhas;0,53;0,44;0,781;0,753;0,864;0,732;1,84
2602100;Bom Conselho;0,58;0,62;0,563;0,585;0,704;0,433;48,42
3107406;Bom Despacho;0,59;0,49;0,75;0,742;0,861;0,661;2,96
2102002;Bom Jardim;0,61;0,58;0,538;0,519;0,75;0,4;54,28
2602209;Bom Jardim;0,57;0,48;0,602;0,552;0,767;0,515;39,36
3300506;Bom Jardim;0,54;0,48;0,66;0,707;0,809;0,503;8,43
4202503;Bom Jardim da Serra;0,66;0,57;0,696;0,71;0,835;0,568;15,42
5203401;Bom Jardim de Goiás;0,59;0,49;0,67;0,68;0,811;0,545;10,2
3107505;Bom Jardim de Minas;0,5;0,46;0,673;0,653;0,822;0,569;15,48
2201903;Bom Jesus;0,64;0,62;0,668;0,665;0,799;0,562;31,29
2401701;Bom Jesus;0,55;0,54;0,584;0,583;0,743;0,46;38,16
2502201;Bom Jesus;0,51;0,5;0,597;0,584;0,762;0,477;33,6
4202537;Bom Jesus;0,53;0,55;0,718;0,74;0,827;0,606;10,74
4302303;Bom Jesus;0,54;0,52;0,666;0,697;0,832;0,51;11,04
2903904;Bom Jesus da Lapa;0,63;0,6;0,633;0,615;0,775;0,533;35,74
3107604;Bom Jesus da Penha;0,66;0,42;0,735;0,696;0,862;0,662;5,13
2903953;Bom Jesus da Serra;0,52;0,52;0,546;0,535;0,749;0,407;46
2102036;Bom Jesus das Selvas;0,57;0,62;0,558;0,537;0,751;0,431;51,02
5203500;Bom Jesus de Goiás;0,58;0,47;0,701;0,699;0,86;0,573;9,24
3107703;Bom Jesus do Amparo;0,6;0,45;0,683;0,655;0,834;0,582;15,74
5101852;Bom Jesus do Araguaia;0,55;0,48;0,661;0,665;0,784;0,555;16,68
3107802;Bom Jesus do Galho;0,5;0,49;0,623;0,615;0,8;0,491;27,07
3300605;Bom Jesus do Itabapoana;0,54;0,56;0,732;0,723;0,819;0,662;10,53
3201100;Bom Jesus do Norte;0,49;0,48;0,734;0,689;0,854;0,673;10,41
4202578;Bom Jesus do Oeste;0,44;0,39;0,712;0,725;0,83;0,601;4,04
3507100;Bom Jesus dos Perdões;0,49;0,41;0,713;0,716;0,802;0,631;4,18
4103156;Bom Jesus do Sul;0,51;0,46;0,697;0,64;0,805;0,656;18,28
